invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action
INV-00340,NetSecure Inc,Risk Management,Logistics,12170.07,2025-06-04,2025-07-19,2025-06-06,2,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00341,GreenLogix,Risk Management,Office Supplies,19650.82,2025-04-25,2025-06-09,2025-04-28,3,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00342,OfficePlus Group,IT,Consulting Service,22000.51,2025-10-18,2025-12-17,2025-10-30,12,60,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00343,FinEdge Services,Risk Management,Security Service,3571.25,2025-06-19,2025-07-19,2025-06-27,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00344,DataCore Systems,Risk Management,Software License,24739.02,2025-08-17,2025-10-01,2025-08-28,11,45,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00345,NetSecure Inc,Procurement,Software License,21752.2,2025-08-13,2025-10-12,2025-08-14,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00346,Alpha Consulting,Operations,Cloud Infrastructure,16607.71,2025-10-23,2025-12-22,2025-10-25,2,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00347,CloudBridge Ltd,Finance,Cloud Infrastructure,1092.3,2025-02-07,2025-02-22,2025-02-12,5,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00348,CloudBridge Ltd,HR,Software License,10469.54,2025-01-16,2025-03-17,2025-01-26,10,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00349,GreenLogix,IT,Software License,3487.11,2025-07-29,2025-08-28,2025-08-02,4,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00350,OfficePlus Group,Risk Management,Cloud Infrastructure,9273.32,2025-07-21,2025-08-05,2025-07-23,2,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00351,NetSecure Inc,Finance,Office Supplies,3085.04,2025-04-13,2025-06-12,2025-04-27,14,60,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00352,CloudBridge Ltd,Operations,Software License,9596.43,2025-09-08,2025-11-07,2025-09-15,7,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00353,GreenLogix,IT,Cloud Infrastructure,26622.03,2025-08-17,2025-09-16,2025-08-23,6,30,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00354,OfficePlus Group,HR,Software License,4958.35,2025-02-13,2025-02-28,2025-02-25,12,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00355,FinEdge Services,HR,Software License,25303.52,2025-10-02,2025-12-01,2025-10-16,14,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00356,FinEdge Services,Operations,Cloud Infrastructure,2829.17,2025-09-15,2025-09-30,2025-09-30,15,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00357,DataCore Systems,Finance,Office Supplies,5599.93,2025-04-09,2025-05-09,2025-04-12,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00358,GreenLogix,IT,Logistics,4862.41,2025-06-13,2025-07-28,2025-06-23,10,45,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00359,GreenLogix,HR,Office Supplies,16785.6,2025-09-24,2025-11-08,2025-10-08,14,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00360,GreenLogix,Finance,Office Supplies,4914.45,2025-02-24,2025-03-11,2025-03-06,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00361,NetSecure Inc,Operations,Cloud Infrastructure,11799.78,2025-01-20,2025-03-21,2025-01-28,8,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00362,GreenLogix,Finance,Office Supplies,26742.44,2025-01-26,2025-02-25,2025-02-01,6,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00363,TechNova Solutions,Procurement,Cloud Infrastructure,9673.0,2025-02-20,2025-04-21,2025-03-06,14,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00364,Alpha Consulting,Procurement,Cloud Infrastructure,21999.58,2025-04-07,2025-04-22,2025-04-17,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00365,Alpha Consulting,HR,Cloud Infrastructure,24720.01,2025-02-03,2025-03-05,2025-02-12,9,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00366,TechNova Solutions,IT,Consulting Service,26317.83,2025-05-08,2025-05-23,2025-05-12,4,15,False,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00367,FinEdge Services,Procurement,Cloud Infrastructure,24793.44,2025-11-22,2026-01-21,2025-12-01,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00368,Alpha Consulting,HR,Office Supplies,5738.72,2025-10-28,2025-12-27,2025-11-11,14,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00369,OfficePlus Group,Risk Management,Logistics,3166.56,2025-01-26,2025-03-27,2025-01-27,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00370,FinEdge Services,Risk Management,Consulting Service,20492.01,2025-09-20,2025-11-19,2025-09-25,5,60,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00371,TechNova Solutions,Operations,Consulting Service,19597.46,2025-04-25,2025-05-10,2025-05-05,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00372,OfficePlus Group,Operations,Office Supplies,25621.79,2025-04-22,2025-06-06,2025-04-30,8,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00373,GreenLogix,HR,Software License,716.75,2025-10-15,2025-11-29,2025-10-26,11,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00374,CloudBridge Ltd,Operations,Software License,10420.37,2025-05-22,2025-07-06,2025-05-27,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00375,OfficePlus Group,IT,Consulting Service,15760.16,2025-11-04,2025-11-19,2025-11-08,4,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00376,TechNova Solutions,Risk Management,Office Supplies,29925.34,2025-07-27,2025-09-25,2025-08-01,5,60,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00377,FinEdge Services,Procurement,Logistics,21544.39,2025-07-03,2025-09-01,2025-07-14,11,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00378,DataCore Systems,Procurement,Software License,14388.04,2025-10-14,2025-11-28,2025-10-26,12,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00379,NetSecure Inc,Risk Management,Software License,7056.48,2025-08-04,2025-09-18,2025-08-08,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00380,OfficePlus Group,Operations,Software License,14380.83,2025-08-30,2025-09-14,2025-09-13,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00381,GreenLogix,HR,Cloud Infrastructure,12686.66,2025-03-12,2025-04-11,2025-03-26,14,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00382,Alpha Consulting,IT,Cloud Infrastructure,25940.62,2025-09-07,2025-09-22,2025-09-10,3,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00383,TechNova Solutions,Finance,Office Supplies,8569.07,2025-10-23,2025-11-22,2025-11-05,13,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00384,CloudBridge Ltd,IT,Security Service,13294.49,2025-08-08,2025-10-07,2025-08-15,7,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00385,FinEdge Services,Risk Management,Cloud Infrastructure,28527.02,2025-09-29,2025-11-13,2025-10-14,15,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00386,FinEdge Services,IT,Logistics,26371.06,2025-02-22,2025-03-24,2025-02-27,5,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00387,TechNova Solutions,Procurement,Cloud Infrastructure,13949.83,2025-08-11,2025-09-25,2025-08-20,9,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00388,Alpha Consulting,Procurement,Consulting Service,5364.06,2025-01-10,2025-03-11,2025-01-25,15,60,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00389,TechNova Solutions,HR,Security Service,5485.05,2025-07-12,2025-07-27,2025-07-18,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00390,TechNova Solutions,HR,Software License,20028.11,2025-01-25,2025-02-09,2025-02-05,11,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00391,OfficePlus Group,Operations,Logistics,5017.25,2025-06-04,2025-06-19,2025-06-16,12,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00392,DataCore Systems,Operations,Software License,15591.75,2025-05-25,2025-06-09,2025-06-04,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00393,FinEdge Services,Procurement,Security Service,29207.03,2025-06-01,2025-07-31,2025-06-07,6,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00394,Alpha Consulting,Procurement,Consulting Service,580.77,2025-02-26,2025-03-13,2025-03-09,11,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00395,CloudBridge Ltd,HR,Software License,21845.13,2025-11-26,2026-01-10,2025-11-28,2,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00396,Alpha Consulting,Finance,Software License,24488.76,2025-05-29,2025-06-13,2025-06-12,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00397,CloudBridge Ltd,Finance,Software License,785.33,2025-06-18,2025-07-18,2025-06-21,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00398,CloudBridge Ltd,Procurement,Cloud Infrastructure,5894.65,2025-08-22,2025-10-21,2025-08-29,7,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00399,GreenLogix,Risk Management,Consulting Service,3835.17,2025-03-23,2025-04-07,2025-04-04,12,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00400,Alpha Consulting,IT,Security Service,11702.65,2025-03-08,2025-03-23,2025-03-14,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00401,Alpha Consulting,Finance,Software License,8217.58,2025-09-26,2025-10-11,2025-10-02,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00402,NetSecure Inc,HR,Security Service,20803.13,2025-08-10,2025-08-25,2025-08-20,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00403,GreenLogix,IT,Security Service,26815.83,2025-01-06,2025-01-21,2025-01-16,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00404,Alpha Consulting,IT,Software License,22667.19,2025-06-19,2025-07-19,2025-06-25,6,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00405,GreenLogix,Operations,Consulting Service,2825.5,2025-02-15,2025-04-16,2025-02-23,8,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00406,Alpha Consulting,Risk Management,Logistics,1024.19,2025-01-19,2025-03-20,2025-01-26,7,60,True,True,True,False,High,Duplicate invoice detected,Escalate to manager
INV-00407,OfficePlus Group,HR,Security Service,6602.11,2025-06-24,2025-08-23,2025-07-05,11,60,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00408,Alpha Consulting,Procurement,Security Service,23138.78,2025-07-06,2025-09-04,2025-07-16,10,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00409,FinEdge Services,Finance,Cloud Infrastructure,10976.6,2025-10-08,2025-11-22,2025-10-19,11,45,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00410,DataCore Systems,Operations,Consulting Service,24744.24,2025-02-24,2025-04-25,2025-03-08,12,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00411,GreenLogix,IT,Office Supplies,24824.35,2025-02-25,2025-04-11,2025-03-01,4,45,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00412,CloudBridge Ltd,Operations,Office Supplies,19924.47,2025-09-13,2025-10-13,2025-09-22,9,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00413,GreenLogix,HR,Office Supplies,27768.94,2025-10-24,2025-11-23,2025-11-06,13,30,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00414,NetSecure Inc,HR,Office Supplies,12850.61,2025-05-21,2025-06-20,2025-05-31,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00415,DataCore Systems,IT,Office Supplies,18274.47,2025-10-08,2025-11-22,2025-10-23,15,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00416,FinEdge Services,IT,Consulting Service,18912.94,2025-03-09,2025-04-23,2025-03-14,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00417,NetSecure Inc,Risk Management,Software License,22942.86,2025-10-26,2025-12-25,2025-11-04,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00418,OfficePlus Group,Operations,Software License,15920.53,2025-03-16,2025-05-15,2025-03-17,1,60,False,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00419,DataCore Systems,Procurement,Logistics,7891.55,2025-06-01,2025-06-16,2025-06-15,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00420,Alpha Consulting,Finance,Security Service,26107.04,2025-10-15,2025-11-14,2025-10-27,12,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00421,OfficePlus Group,Risk Management,Logistics,1885.91,2025-08-02,2025-10-01,2025-08-09,7,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00422,TechNova Solutions,Finance,Logistics,7914.56,2025-04-26,2025-06-25,2025-05-06,10,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00423,FinEdge Services,Risk Management,Consulting Service,9178.24,2025-04-06,2025-04-21,2025-04-09,3,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00424,TechNova Solutions,Operations,Cloud Infrastructure,16919.66,2025-10-27,2025-11-26,2025-10-30,3,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00425,DataCore Systems,Finance,Consulting Service,27894.53,2025-11-17,2025-12-02,2025-11-27,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00426,NetSecure Inc,Finance,Logistics,9876.84,2025-09-24,2025-10-24,2025-09-28,4,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00427,GreenLogix,Finance,Cloud Infrastructure,7025.34,2025-06-19,2025-08-03,2025-06-23,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00428,Alpha Consulting,HR,Logistics,759.71,2025-08-17,2025-10-01,2025-08-28,11,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00429,FinEdge Services,Finance,Logistics,26626.97,2025-07-17,2025-08-01,2025-07-24,7,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00430,NetSecure Inc,HR,Security Service,13643.93,2025-04-09,2025-05-24,2025-04-10,1,45,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00431,TechNova Solutions,Risk Management,Software License,6718.05,2025-08-06,2025-09-05,2025-08-17,11,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00432,GreenLogix,Risk Management,Software License,22533.28,2025-08-24,2025-09-08,2025-08-27,3,15,True,True,True,False,High,Duplicate invoice detected,Escalate to manager
INV-00433,DataCore Systems,Procurement,Security Service,2578.04,2025-05-13,2025-06-12,2025-05-27,14,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00434,NetSecure Inc,Finance,Office Supplies,20362.31,2025-11-25,2025-12-10,2025-12-04,9,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00435,TechNova Solutions,Risk Management,Software License,11052.15,2025-05-29,2025-06-13,2025-06-07,9,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00436,Alpha Consulting,Operations,Office Supplies,24752.61,2025-03-22,2025-05-21,2025-03-23,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00437,OfficePlus Group,Risk Management,Consulting Service,9292.67,2025-01-06,2025-02-20,2025-01-21,15,45,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00438,TechNova Solutions,HR,Security Service,12125.41,2025-06-06,2025-06-21,2025-06-15,9,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00439,FinEdge Services,Operations,Logistics,25618.04,2025-04-05,2025-05-05,2025-04-08,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00440,DataCore Systems,Risk Management,Security Service,25641.41,2025-11-27,2026-01-26,2025-12-11,14,60,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00441,CloudBridge Ltd,IT,Logistics,17627.57,2025-03-07,2025-04-21,2025-03-13,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00442,CloudBridge Ltd,IT,Cloud Infrastructure,14832.91,2025-10-27,2025-12-11,2025-11-02,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00443,GreenLogix,IT,Software License,9739.84,2025-11-25,2025-12-25,2025-12-08,13,30,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00444,NetSecure Inc,Operations,Office Supplies,13638.06,2025-09-07,2025-10-22,2025-09-20,13,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00445,OfficePlus Group,IT,Security Service,6294.74,2025-02-08,2025-02-23,2025-02-20,12,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00446,GreenLogix,HR,Consulting Service,27235.96,2025-10-06,2025-11-20,2025-10-15,9,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00447,DataCore Systems,Procurement,Office Supplies,7087.55,2025-03-10,2025-04-24,2025-03-23,13,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00448,TechNova Solutions,Risk Management,Consulting Service,25515.46,2025-09-21,2025-10-21,2025-10-04,13,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00449,DataCore Systems,Risk Management,Logistics,14763.35,2025-04-23,2025-05-08,2025-04-29,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00450,FinEdge Services,Finance,Logistics,6599.84,2025-07-18,2025-09-01,2025-08-02,15,45,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00451,NetSecure Inc,Finance,Logistics,29069.02,2025-05-15,2025-06-29,2025-05-26,11,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00452,GreenLogix,Procurement,Security Service,19773.43,2025-09-22,2025-10-07,2025-10-06,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00453,GreenLogix,Procurement,Cloud Infrastructure,14862.42,2025-09-14,2025-09-29,2025-09-22,8,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00454,OfficePlus Group,IT,Consulting Service,6013.72,2025-04-28,2025-05-13,2025-05-04,6,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00455,Alpha Consulting,Operations,Consulting Service,17928.33,2025-01-12,2025-03-13,2025-01-23,11,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00456,DataCore Systems,Risk Management,Security Service,1656.13,2025-01-29,2025-02-28,2025-02-08,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00457,GreenLogix,HR,Security Service,19309.87,2025-02-13,2025-03-30,2025-02-28,15,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00458,Alpha Consulting,IT,Consulting Service,24995.73,2025-10-26,2025-11-25,2025-11-05,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00459,OfficePlus Group,IT,Logistics,20724.94,2025-11-02,2026-01-01,2025-11-17,15,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00460,CloudBridge Ltd,Finance,Consulting Service,15919.98,2025-03-18,2025-05-17,2025-04-02,15,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00461,TechNova Solutions,HR,Security Service,22695.3,2025-03-08,2025-05-07,2025-03-10,2,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00462,GreenLogix,HR,Office Supplies,11426.13,2025-04-28,2025-06-27,2025-04-29,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00463,NetSecure Inc,HR,Logistics,27281.84,2025-08-06,2025-08-21,2025-08-20,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00464,CloudBridge Ltd,Procurement,Security Service,26364.61,2025-04-07,2025-05-22,2025-04-14,7,45,False,False,True,False,High,High amount with missing purchase order,Send for manual review
INV-00465,CloudBridge Ltd,HR,Software License,11563.38,2025-07-29,2025-09-12,2025-08-02,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00466,OfficePlus Group,Procurement,Security Service,12995.07,2025-07-23,2025-09-06,2025-07-29,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00467,Alpha Consulting,IT,Cloud Infrastructure,16993.27,2025-06-07,2025-07-22,2025-06-15,8,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00468,DataCore Systems,Risk Management,Software License,22560.52,2025-02-21,2025-03-23,2025-03-01,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00469,TechNova Solutions,IT,Office Supplies,28954.82,2025-03-16,2025-03-31,2025-03-17,1,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00470,OfficePlus Group,IT,Cloud Infrastructure,2861.17,2025-07-25,2025-09-23,2025-07-26,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00471,TechNova Solutions,IT,Logistics,15083.87,2025-09-23,2025-10-23,2025-09-24,1,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00472,FinEdge Services,HR,Consulting Service,20383.72,2025-01-01,2025-01-31,2025-01-07,6,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00473,GreenLogix,Procurement,Logistics,12156.72,2025-09-23,2025-10-23,2025-10-03,10,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00474,OfficePlus Group,Risk Management,Security Service,27492.76,2025-05-22,2025-07-06,2025-05-28,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00475,GreenLogix,HR,Software License,8202.67,2025-10-14,2025-10-29,2025-10-21,7,15,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00476,OfficePlus Group,HR,Security Service,7879.17,2025-10-16,2025-12-15,2025-10-24,8,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00477,Alpha Consulting,Risk Management,Office Supplies,26947.45,2025-09-04,2025-09-19,2025-09-18,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00478,FinEdge Services,Risk Management,Logistics,7282.94,2025-06-30,2025-08-29,2025-07-06,6,60,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00479,FinEdge Services,Procurement,Software License,12268.45,2025-02-08,2025-03-25,2025-02-20,12,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00480,FinEdge Services,HR,Cloud Infrastructure,5892.14,2025-09-13,2025-10-13,2025-09-25,12,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00481,OfficePlus Group,IT,Consulting Service,6481.61,2025-03-21,2025-05-05,2025-03-25,4,45,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00482,Alpha Consulting,HR,Software License,23045.2,2025-09-04,2025-09-19,2025-09-13,9,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00483,OfficePlus Group,Operations,Consulting Service,29539.64,2025-07-23,2025-09-06,2025-08-07,15,45,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00484,GreenLogix,Operations,Security Service,1460.6,2025-03-31,2025-05-30,2025-04-06,6,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00485,NetSecure Inc,Risk Management,Software License,848.69,2025-10-25,2025-12-24,2025-10-29,4,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00486,DataCore Systems,HR,Cloud Infrastructure,7495.6,2025-07-07,2025-08-21,2025-07-15,8,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00487,NetSecure Inc,Procurement,Office Supplies,8749.07,2025-10-22,2025-11-21,2025-10-25,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00488,FinEdge Services,HR,Office Supplies,25761.11,2025-03-18,2025-04-17,2025-03-22,4,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00489,DataCore Systems,Risk Management,Security Service,16252.49,2025-06-03,2025-08-02,2025-06-09,6,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00490,CloudBridge Ltd,Risk Management,Consulting Service,2271.07,2025-09-01,2025-10-16,2025-09-15,14,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00491,OfficePlus Group,Procurement,Cloud Infrastructure,17030.33,2025-06-26,2025-08-10,2025-07-11,15,45,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00492,FinEdge Services,HR,Security Service,19671.03,2025-05-26,2025-06-25,2025-06-04,9,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00493,Alpha Consulting,Finance,Office Supplies,18603.08,2025-03-27,2025-04-26,2025-04-04,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00494,GreenLogix,Finance,Software License,5278.98,2025-06-12,2025-07-27,2025-06-16,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00495,GreenLogix,Procurement,Office Supplies,23538.73,2025-07-31,2025-09-29,2025-08-06,6,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00496,FinEdge Services,Risk Management,Cloud Infrastructure,28242.9,2025-04-18,2025-05-03,2025-04-30,12,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00497,Alpha Consulting,HR,Software License,1277.76,2025-02-23,2025-03-10,2025-03-02,7,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00498,GreenLogix,Procurement,Consulting Service,7798.2,2025-11-17,2026-01-16,2025-11-22,5,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00499,TechNova Solutions,Risk Management,Cloud Infrastructure,25880.88,2025-08-28,2025-10-27,2025-09-03,6,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00500,Alpha Consulting,IT,Logistics,16408.98,2025-11-20,2026-01-19,2025-11-30,10,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00501,OfficePlus Group,Procurement,Office Supplies,16420.21,2025-08-15,2025-08-30,2025-08-28,13,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00502,TechNova Solutions,Finance,Security Service,24553.7,2025-06-26,2025-07-26,2025-07-10,14,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00503,Alpha Consulting,Operations,Cloud Infrastructure,769.41,2025-11-02,2025-12-17,2025-11-09,7,45,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00504,GreenLogix,HR,Office Supplies,12145.19,2025-07-13,2025-09-11,2025-07-16,3,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00505,OfficePlus Group,Procurement,Logistics,22416.34,2025-07-31,2025-09-14,2025-08-13,13,45,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00506,CloudBridge Ltd,Risk Management,Office Supplies,18723.02,2025-04-07,2025-06-06,2025-04-12,5,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00507,TechNova Solutions,IT,Software License,8822.38,2025-01-05,2025-03-06,2025-01-08,3,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00508,NetSecure Inc,Operations,Cloud Infrastructure,23678.9,2025-08-26,2025-10-10,2025-09-03,8,45,True,True,True,False,High,Duplicate invoice detected,Escalate to manager
