invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action,days_until_due,approval_delay_flag,amount_category
INV-00308,TechNova Solutions,HR,Software License,443.46,2025-01-31,2025-02-15,2025-02-07,7,15,0,0,1,0,Medium,Missing purchase order,Request missing information,15,0,Small
INV-00309,GreenLogix,Operations,Logistics,10116.71,2025-05-23,2025-06-22,2025-06-10,18,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00310,FinEdge Services,IT,Security Service,8236.08,2025-06-08,2025-06-23,2025-06-27,19,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00311,FinEdge Services,Finance,Office Supplies,2988.07,2025-06-08,2025-06-23,2025-06-28,20,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00312,DataCore Systems,Risk Management,Software License,4179.43,2025-03-27,2025-05-11,2025-04-08,12,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00313,OfficePlus Group,Risk Management,Software License,19308.61,2025-08-08,2025-09-22,2025-08-09,1,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00314,CloudBridge Ltd,Operations,Office Supplies,12818.47,2025-10-18,2025-12-17,2025-10-20,2,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00315,OfficePlus Group,Finance,Security Service,16885.6,2025-09-18,2025-10-18,2025-09-22,4,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00316,FinEdge Services,Finance,Office Supplies,9163.01,2025-01-19,2025-02-18,2025-01-24,5,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00317,FinEdge Services,Operations,Logistics,8066.38,2025-03-03,2025-04-17,2025-03-06,3,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00318,TechNova Solutions,Operations,Software License,21937.08,2025-06-17,2025-08-01,2025-06-27,10,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00319,NetSecure Inc,IT,Cloud Infrastructure,14138.79,2025-08-26,2025-09-25,2025-09-05,10,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00320,FinEdge Services,IT,Software License,23316.7,2025-10-05,2025-11-04,2025-10-06,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00321,TechNova Solutions,Risk Management,Office Supplies,21240.25,2025-04-16,2025-05-01,2025-04-26,10,15,1,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00322,TechNova Solutions,IT,Logistics,7067.65,2025-09-24,2025-10-24,2025-09-26,2,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00323,CloudBridge Ltd,HR,Software License,12685.15,2025-10-31,2025-11-15,2025-11-13,13,15,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00324,DataCore Systems,IT,Cloud Infrastructure,6598.67,2025-06-17,2025-08-16,2025-06-28,11,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00325,FinEdge Services,Finance,Consulting Service,3489.18,2025-03-21,2025-04-05,2025-04-09,19,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00326,Alpha Consulting,Procurement,Office Supplies,3106.34,2025-08-20,2025-09-19,2025-09-01,12,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00327,CloudBridge Ltd,Finance,Consulting Service,20209.16,2025-04-21,2025-05-06,2025-05-01,10,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00328,FinEdge Services,Procurement,Office Supplies,12885.15,2025-03-31,2025-05-15,2025-04-10,10,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00329,FinEdge Services,Finance,Office Supplies,2637.49,2025-01-07,2025-01-22,2025-01-12,5,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00330,FinEdge Services,Operations,Cloud Infrastructure,17188.5,2025-02-08,2025-03-25,2025-02-11,3,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00331,Alpha Consulting,IT,Software License,22636.44,2025-01-22,2025-02-06,2025-02-02,11,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00332,GreenLogix,Risk Management,Office Supplies,12453.55,2025-03-30,2025-05-29,2025-04-12,13,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00333,OfficePlus Group,Procurement,Office Supplies,22097.25,2025-06-01,2025-07-01,2025-06-03,2,30,0,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00334,Alpha Consulting,Finance,Software License,7066.42,2025-04-13,2025-06-12,2025-04-18,5,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00335,NetSecure Inc,Operations,Security Service,19557.73,2025-07-18,2025-09-01,2025-07-30,12,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00336,NetSecure Inc,HR,Consulting Service,829.66,2025-08-30,2025-09-14,2025-09-08,9,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Small
INV-00337,CloudBridge Ltd,IT,Logistics,6104.7,2025-04-23,2025-05-08,2025-05-11,18,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00338,DataCore Systems,IT,Security Service,8018.31,2025-06-30,2025-07-15,2025-07-12,12,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00339,OfficePlus Group,IT,Office Supplies,1045.3,2025-11-05,2025-12-05,2025-11-07,2,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00340,Alpha Consulting,Finance,Cloud Infrastructure,22955.62,2025-06-24,2025-07-24,2025-07-01,7,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00341,TechNova Solutions,IT,Security Service,17646.94,2025-09-27,2025-10-12,2025-10-02,5,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00342,GreenLogix,HR,Software License,8480.37,2025-03-22,2025-04-21,2025-04-02,11,30,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00343,NetSecure Inc,IT,Logistics,24221.7,2025-04-25,2025-06-09,2025-05-15,20,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00344,OfficePlus Group,IT,Consulting Service,18247.89,2025-10-18,2025-12-17,2025-11-06,19,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00345,NetSecure Inc,HR,Consulting Service,16027.2,2025-03-14,2025-05-13,2025-03-18,4,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00346,NetSecure Inc,Procurement,Consulting Service,15941.05,2025-08-17,2025-10-01,2025-08-20,3,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00347,FinEdge Services,Risk Management,Software License,8826.98,2025-01-25,2025-02-09,2025-01-29,4,15,0,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00348,GreenLogix,IT,Office Supplies,12377.74,2025-10-07,2025-11-21,2025-10-20,13,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00349,FinEdge Services,IT,Office Supplies,1935.36,2025-01-11,2025-02-25,2025-01-13,2,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00350,CloudBridge Ltd,Procurement,Consulting Service,22209.49,2025-10-08,2025-10-23,2025-10-14,6,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00351,Alpha Consulting,Risk Management,Software License,10839.95,2025-03-22,2025-05-21,2025-03-28,6,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00352,FinEdge Services,IT,Office Supplies,17460.2,2025-05-25,2025-07-09,2025-06-12,18,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00353,TechNova Solutions,Operations,Security Service,13786.6,2025-01-28,2025-02-27,2025-02-13,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00354,CloudBridge Ltd,Procurement,Logistics,15664.76,2025-02-19,2025-03-21,2025-03-07,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00355,OfficePlus Group,Finance,Office Supplies,21109.85,2025-08-30,2025-10-29,2025-09-09,10,60,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,60,0,Large
INV-00356,GreenLogix,IT,Cloud Infrastructure,22148.77,2025-08-17,2025-09-16,2025-08-29,12,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00357,Alpha Consulting,Procurement,Consulting Service,20943.26,2025-03-19,2025-04-03,2025-04-07,19,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00358,NetSecure Inc,HR,Office Supplies,24270.57,2025-10-11,2025-11-10,2025-10-30,19,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00359,GreenLogix,HR,Logistics,21685.66,2025-09-01,2025-10-01,2025-09-17,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00360,TechNova Solutions,HR,Security Service,22521.33,2025-03-03,2025-04-02,2025-03-22,19,30,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00361,FinEdge Services,IT,Consulting Service,1162.63,2025-04-14,2025-06-13,2025-04-17,3,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00362,CloudBridge Ltd,Finance,Office Supplies,13953.47,2025-05-22,2025-07-06,2025-06-09,18,45,0,0,1,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00363,GreenLogix,Finance,Office Supplies,3826.09,2025-02-24,2025-03-11,2025-03-15,19,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Medium
INV-00364,NetSecure Inc,Operations,Cloud Infrastructure,9637.78,2025-01-20,2025-03-21,2025-02-05,16,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00365,DataCore Systems,HR,Security Service,17052.24,2025-07-22,2025-08-06,2025-08-04,13,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00366,Alpha Consulting,Procurement,Cloud Infrastructure,603.8,2025-05-24,2025-07-08,2025-06-03,10,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Small
INV-00367,DataCore Systems,Procurement,Logistics,11133.45,2025-08-02,2025-09-16,2025-08-13,11,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00368,FinEdge Services,Operations,Logistics,12163.06,2025-01-29,2025-03-15,2025-02-15,17,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00369,GreenLogix,IT,Security Service,21995.38,2025-04-09,2025-05-09,2025-04-10,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00370,TechNova Solutions,Operations,Software License,22958.97,2025-07-08,2025-08-22,2025-07-15,7,45,0,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00371,CloudBridge Ltd,Risk Management,Software License,6124.26,2025-04-01,2025-05-31,2025-04-17,16,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00372,DataCore Systems,Procurement,Logistics,20788.67,2025-01-15,2025-03-01,2025-01-18,3,45,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00373,FinEdge Services,IT,Logistics,5705.29,2025-07-29,2025-09-12,2025-08-05,7,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00374,DataCore Systems,Risk Management,Consulting Service,15068.43,2025-05-10,2025-06-09,2025-05-11,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00375,GreenLogix,Procurement,Office Supplies,6374.77,2025-09-24,2025-11-08,2025-10-09,15,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00376,NetSecure Inc,HR,Logistics,14884.94,2025-02-25,2025-04-11,2025-03-07,10,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Large
INV-00377,OfficePlus Group,Risk Management,Cloud Infrastructure,21551.14,2025-04-07,2025-05-22,2025-04-16,9,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00378,GreenLogix,Risk Management,Cloud Infrastructure,17050.82,2025-06-01,2025-07-31,2025-06-02,1,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00379,GreenLogix,Risk Management,Software License,14617.29,2025-06-25,2025-07-25,2025-07-14,19,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00380,NetSecure Inc,HR,Cloud Infrastructure,21150.94,2025-05-31,2025-06-30,2025-06-18,18,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00381,OfficePlus Group,Risk Management,Security Service,19096.66,2025-02-15,2025-04-01,2025-02-21,6,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00382,OfficePlus Group,Operations,Cloud Infrastructure,9354.89,2025-08-26,2025-10-10,2025-09-14,19,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00383,CloudBridge Ltd,Operations,Consulting Service,12561.89,2025-07-31,2025-09-14,2025-08-13,13,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00384,FinEdge Services,Procurement,Office Supplies,24681.07,2025-06-11,2025-07-11,2025-06-26,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00385,NetSecure Inc,Risk Management,Consulting Service,7904.01,2025-08-20,2025-09-04,2025-08-22,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00386,DataCore Systems,Operations,Software License,3322.21,2025-07-26,2025-09-24,2025-08-09,14,60,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00387,TechNova Solutions,Finance,Security Service,5065.41,2025-06-14,2025-06-29,2025-06-26,12,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Medium
INV-00388,TechNova Solutions,Risk Management,Logistics,6295.7,2025-03-08,2025-04-22,2025-03-20,12,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00389,OfficePlus Group,IT,Software License,20613.71,2025-08-22,2025-10-06,2025-09-01,10,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00390,DataCore Systems,Procurement,Office Supplies,9045.35,2025-07-26,2025-08-25,2025-08-02,7,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00391,DataCore Systems,IT,Logistics,645.64,2025-03-05,2025-04-04,2025-03-22,17,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Small
INV-00392,OfficePlus Group,HR,Security Service,1309.82,2025-01-11,2025-01-26,2025-01-13,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00393,Alpha Consulting,Operations,Software License,13727.33,2025-04-16,2025-05-16,2025-05-02,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00394,CloudBridge Ltd,Risk Management,Security Service,6822.43,2025-08-03,2025-09-02,2025-08-23,20,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00395,CloudBridge Ltd,Finance,Office Supplies,5046.3,2025-09-25,2025-11-09,2025-10-02,7,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00396,GreenLogix,Procurement,Consulting Service,1081.2,2025-09-04,2025-10-04,2025-09-20,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00397,TechNova Solutions,Risk Management,Software License,22681.31,2025-03-18,2025-05-17,2025-04-06,19,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00398,CloudBridge Ltd,Procurement,Logistics,5855.89,2025-08-26,2025-10-10,2025-09-05,10,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00399,TechNova Solutions,Procurement,Cloud Infrastructure,20059.74,2025-03-01,2025-04-30,2025-03-12,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00400,DataCore Systems,Risk Management,Logistics,4345.76,2025-11-15,2026-01-14,2025-11-27,12,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00401,NetSecure Inc,IT,Software License,10079.36,2025-07-17,2025-08-31,2025-08-01,15,45,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00402,DataCore Systems,Finance,Consulting Service,17434.63,2025-02-23,2025-03-25,2025-02-25,2,30,0,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00403,Alpha Consulting,IT,Security Service,9555.79,2025-03-08,2025-03-23,2025-03-20,12,15,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00404,GreenLogix,Operations,Software License,1677.07,2025-09-26,2025-10-11,2025-10-07,11,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Medium
INV-00405,CloudBridge Ltd,Operations,Logistics,18193.63,2025-11-25,2026-01-09,2025-12-11,16,45,0,0,1,1,High,Amount exceeds approval limit,Escalate to manager,45,1,Large
INV-00406,TechNova Solutions,Finance,Logistics,23365.85,2025-09-11,2025-11-10,2025-09-28,17,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00407,NetSecure Inc,IT,Cloud Infrastructure,24256.61,2025-10-09,2025-11-08,2025-10-11,2,30,0,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00408,CloudBridge Ltd,Operations,Office Supplies,20051.41,2025-09-13,2025-09-28,2025-09-28,15,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00409,Alpha Consulting,Risk Management,Logistics,542.45,2025-01-19,2025-03-20,2025-02-01,13,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Small
INV-00410,OfficePlus Group,HR,Security Service,5250.6,2025-07-06,2025-08-20,2025-07-21,15,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00411,NetSecure Inc,HR,Security Service,15038.78,2025-02-28,2025-04-29,2025-03-12,12,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00412,NetSecure Inc,Procurement,Logistics,24114.4,2025-02-24,2025-04-10,2025-03-06,10,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00413,DataCore Systems,Risk Management,Logistics,18066.82,2025-11-09,2025-12-24,2025-11-13,4,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00414,GreenLogix,IT,Office Supplies,20631.4,2025-02-25,2025-04-11,2025-03-04,7,45,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00415,CloudBridge Ltd,Operations,Office Supplies,16495.57,2025-09-13,2025-10-13,2025-09-30,17,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00416,GreenLogix,HR,Office Supplies,23116.83,2025-03-07,2025-04-06,2025-03-13,6,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00417,NetSecure Inc,HR,Office Supplies,10524.75,2025-05-21,2025-06-20,2025-06-10,20,30,0,0,0,1,Medium,Missing purchase order,Escalate to manager,30,1,Large
INV-00418,Alpha Consulting,IT,Consulting Service,10377.36,2025-10-08,2025-11-22,2025-10-25,17,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00419,FinEdge Services,HR,Logistics,7335.43,2025-04-02,2025-05-02,2025-04-14,12,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00420,Alpha Consulting,HR,Security Service,23572.57,2025-08-05,2025-09-19,2025-08-19,14,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00421,GreenLogix,IT,Software License,16789.33,2025-03-24,2025-05-08,2025-03-31,7,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00422,TechNova Solutions,Risk Management,Cloud Infrastructure,5179.62,2025-07-03,2025-07-18,2025-07-21,18,15,0,0,1,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00423,FinEdge Services,Risk Management,Logistics,14075.64,2025-01-25,2025-03-11,2025-02-02,8,45,0,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00424,NetSecure Inc,HR,Software License,422.83,2025-11-14,2025-12-14,2025-11-23,9,30,0,0,1,0,Medium,Missing purchase order,Request missing information,30,0,Small
INV-00425,NetSecure Inc,HR,Security Service,18487.41,2025-05-31,2025-06-30,2025-06-07,7,30,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,30,0,Large
INV-00426,CloudBridge Ltd,IT,Consulting Service,18403.48,2025-01-21,2025-03-22,2025-01-25,4,60,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,60,0,Large
INV-00427,OfficePlus Group,IT,Consulting Service,14641.25,2025-06-19,2025-07-04,2025-06-28,9,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Large
INV-00428,DataCore Systems,Procurement,Security Service,1366.3,2025-09-09,2025-10-24,2025-09-29,20,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00429,NetSecure Inc,HR,Consulting Service,23928.99,2025-09-16,2025-10-01,2025-10-03,17,15,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00430,GreenLogix,Finance,Cloud Infrastructure,5607.83,2025-06-19,2025-08-03,2025-06-26,7,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00431,Alpha Consulting,HR,Logistics,319.21,2025-05-04,2025-07-03,2025-05-16,12,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Small
INV-00432,NetSecure Inc,Operations,Software License,9708.31,2025-01-13,2025-02-27,2025-01-31,18,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00433,TechNova Solutions,Procurement,Logistics,4893.56,2025-02-19,2025-03-06,2025-03-08,17,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Medium
INV-00434,CloudBridge Ltd,IT,Logistics,15774.91,2025-02-23,2025-04-24,2025-03-02,7,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00435,CloudBridge Ltd,Risk Management,Logistics,3928.49,2025-01-20,2025-03-06,2025-02-04,15,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00436,DataCore Systems,Procurement,Security Service,1854.01,2025-07-28,2025-09-11,2025-08-05,8,45,0,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00437,GreenLogix,Operations,Cloud Infrastructure,520.59,2025-11-25,2025-12-10,2025-11-29,4,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Small
INV-00438,CloudBridge Ltd,Procurement,Security Service,2742.77,2025-05-25,2025-06-09,2025-06-04,10,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00439,TechNova Solutions,Operations,Consulting Service,13383.35,2025-10-07,2025-12-06,2025-10-12,5,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00440,NetSecure Inc,Finance,Security Service,21881.7,2025-01-22,2025-02-06,2025-01-27,5,15,1,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00441,CloudBridge Ltd,Procurement,Consulting Service,18732.59,2025-07-31,2025-08-30,2025-08-12,12,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00442,FinEdge Services,HR,Cloud Infrastructure,4938.72,2025-10-09,2025-10-24,2025-10-15,6,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00443,CloudBridge Ltd,Procurement,Software License,5015.7,2025-06-19,2025-08-18,2025-07-08,19,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Medium
INV-00444,FinEdge Services,Finance,Cloud Infrastructure,15525.94,2025-09-06,2025-10-21,2025-09-13,7,45,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00445,OfficePlus Group,Risk Management,Security Service,3894.63,2025-06-11,2025-07-26,2025-06-30,19,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00446,NetSecure Inc,IT,Consulting Service,17833.76,2025-07-04,2025-08-18,2025-07-18,14,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00447,Alpha Consulting,Operations,Cloud Infrastructure,19391.7,2025-03-31,2025-04-15,2025-04-16,16,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00448,FinEdge Services,Procurement,Logistics,22169.76,2025-01-10,2025-01-25,2025-01-13,3,15,1,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00449,FinEdge Services,Finance,Security Service,6589.35,2025-03-18,2025-05-17,2025-04-05,18,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00450,OfficePlus Group,IT,Office Supplies,12577.97,2025-07-06,2025-09-04,2025-07-09,3,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Large
INV-00451,DataCore Systems,HR,Consulting Service,11210.89,2025-09-05,2025-10-05,2025-09-11,6,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00452,Alpha Consulting,IT,Software License,6682.49,2025-04-16,2025-05-01,2025-04-24,8,15,1,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00453,Alpha Consulting,Finance,Software License,24516.69,2025-09-24,2025-10-09,2025-10-05,11,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00454,DataCore Systems,Operations,Logistics,9525.11,2025-09-22,2025-10-07,2025-10-11,19,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00455,GreenLogix,Procurement,Cloud Infrastructure,12222.85,2025-09-14,2025-09-29,2025-09-30,16,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00456,FinEdge Services,Finance,Security Service,16122.58,2025-04-06,2025-05-06,2025-04-13,7,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00457,CloudBridge Ltd,Risk Management,Consulting Service,10423.88,2025-09-04,2025-09-19,2025-09-15,11,15,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00458,DataCore Systems,Risk Management,Office Supplies,658.91,2025-10-21,2025-11-20,2025-10-23,2,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Small
INV-00459,TechNova Solutions,HR,Consulting Service,1492.21,2025-09-22,2025-10-22,2025-10-01,9,30,0,0,1,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00460,OfficePlus Group,Finance,Consulting Service,11285.16,2025-03-29,2025-05-28,2025-04-14,16,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00461,DataCore Systems,HR,Consulting Service,15617.97,2025-03-27,2025-05-11,2025-04-13,17,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00462,CloudBridge Ltd,IT,Office Supplies,9698.0,2025-04-14,2025-04-29,2025-04-18,4,15,0,0,1,0,Medium,Missing purchase order,Request missing information,15,0,Medium
